fecha,mes,anio,lluvia_semanal_mm,temperatura_media_c,riesgo_helada
2022-02-14,2,2022,34.9,26.1,0
2022-02-21,2,2022,78.0,25.7,0
2022-02-28,2,2022,28.5,24.2,0
2022-03-07,3,2022,31.3,25.3,0
2022-03-14,3,2022,6.2,21.5,0
2022-03-21,3,2022,49.3,25.4,0
2022-03-28,3,2022,32.1,25.1,0
2022-04-04,4,2022,4.2,21.4,0
2022-04-11,4,2022,58.4,19.5,0
2022-04-18,4,2022,16.4,17.3,0
2022-04-25,4,2022,11.9,23.2,0
2022-05-02,5,2022,9.5,18.8,0
2022-05-09,5,2022,4.8,14.6,0
2022-05-16,5,2022,1.2,22.3,0
2022-05-23,5,2022,29.8,18.6,0
2022-05-30,5,2022,10.7,20.4,0
2022-06-06,6,2022,2.2,11.5,0
2022-06-13,6,2022,0.6,10.4,0
2022-06-20,6,2022,0.7,12.8,0
2022-06-27,6,2022,0.0,16.0,0
2022-07-04,7,2022,2.0,13.3,0
2022-07-11,7,2022,0.5,14.8,0
2022-07-18,7,2022,5.6,17.0,0
2022-07-25,7,2022,0.1,14.2,0
2022-08-01,8,2022,0.7,11.0,0
2022-08-08,8,2022,0.9,6.2,0
2022-08-15,8,2022,2.6,16.9,0
2022-08-22,8,2022,4.7,21.4,0
2022-08-29,8,2022,0.3,11.0,0
2022-09-05,9,2022,7.2,24.3,0
2022-09-12,9,2022,12.1,20.8,0
2022-09-19,9,2022,0.8,17.9,0
2022-09-26,9,2022,25.7,15.0,0
2022-10-03,10,2022,3.1,24.4,0
2022-10-10,10,2022,2.7,19.4,0
2022-10-17,10,2022,3.2,18.7,0
2022-10-24,10,2022,25.9,24.2,0
2022-10-31,10,2022,8.1,17.9,0
2022-11-07,11,2022,54.9,30.8,0
2022-11-14,11,2022,85.2,24.6,0
2022-11-21,11,2022,23.6,26.0,0
2022-11-28,11,2022,30.0,27.2,0
2022-12-05,12,2022,30.3,24.9,0
2022-12-12,12,2022,8.1,24.9,0
2022-12-19,12,2022,47.7,25.0,0
2022-12-26,12,2022,10.3,21.5,0
2023-01-02,1,2023,13.8,26.4,0
2023-01-09,1,2023,73.8,26.8,0
2023-01-16,1,2023,8.1,24.4,0
2023-01-23,1,2023,13.1,23.4,0
2023-01-30,1,2023,6.8,28.2,0
2023-02-06,2,2023,28.7,22.7,0
2023-02-13,2,2023,26.7,29.3,0
2023-02-20,2,2023,87.8,24.7,0
2023-02-27,2,2023,12.9,33.9,0
2023-03-06,3,2023,10.7,26.8,0
2023-03-13,3,2023,80.7,26.9,0
2023-03-20,3,2023,24.9,24.0,0
2023-03-27,3,2023,52.3,27.1,0
2023-04-03,4,2023,9.1,20.8,0
2023-04-10,4,2023,21.6,17.3,0
2023-04-17,4,2023,4.7,20.7,0
2023-04-24,4,2023,21.8,20.7,0
2023-05-01,5,2023,23.9,19.0,0
2023-05-08,5,2023,15.0,20.3,0
2023-05-15,5,2023,23.5,19.4,0
2023-05-22,5,2023,15.5,11.2,0
2023-05-29,5,2023,38.5,19.3,0
2023-06-05,6,2023,2.2,10.1,0
2023-06-12,6,2023,3.8,8.5,0
2023-06-19,6,2023,0.2,17.8,0
2023-06-26,6,2023,2.7,16.1,0
2023-07-03,7,2023,2.7,17.2,0
2023-07-10,7,2023,1.9,17.0,0
2023-07-17,7,2023,4.7,13.9,0
2023-07-24,7,2023,0.0,10.5,0
2023-07-31,7,2023,3.8,6.4,0
2023-08-07,8,2023,0.0,14.9,0
2023-08-14,8,2023,3.6,7.6,0
2023-08-21,8,2023,0.2,10.9,0
2023-08-28,8,2023,3.7,17.3,0
2023-09-04,9,2023,7.8,15.4,0
2023-09-11,9,2023,8.2,20.2,0
2023-09-18,9,2023,11.9,17.4,0
2023-09-25,9,2023,12.5,10.9,0
2023-10-02,10,2023,11.0,18.1,0
2023-10-09,10,2023,11.1,22.4,0
2023-10-16,10,2023,3.2,20.7,0
2023-10-23,10,2023,26.9,21.2,0
2023-10-30,10,2023,5.6,14.5,0
2023-11-06,11,2023,31.5,24.4,0
2023-11-13,11,2023,35.1,24.1,0
2023-11-20,11,2023,32.3,25.0,0
2023-11-27,11,2023,35.1,23.4,0
2023-12-04,12,2023,59.5,22.0,0
2023-12-11,12,2023,18.5,29.1,0
2023-12-18,12,2023,20.7,28.6,0
2023-12-25,12,2023,29.4,25.8,0
2024-01-01,1,2024,88.7,30.3,0
2024-01-08,1,2024,53.8,27.6,0
2024-01-15,1,2024,18.5,26.3,0
2024-01-22,1,2024,36.0,26.6,0
2024-01-29,1,2024,26.7,25.6,0
2024-02-05,2,2024,24.0,17.5,0
2024-02-12,2,2024,32.3,24.3,0
2024-02-19,2,2024,13.5,29.7,0
2024-02-26,2,2024,26.1,27.9,0
2024-03-04,3,2024,14.5,25.2,0
2024-03-11,3,2024,39.7,21.3,0
2024-03-18,3,2024,50.9,29.8,0
2024-03-25,3,2024,50.6,22.4,0
2024-04-01,4,2024,31.9,20.6,0
2024-04-08,4,2024,8.1,18.4,0
2024-04-15,4,2024,8.0,14.8,0
2024-04-22,4,2024,10.4,19.3,0
2024-04-29,4,2024,3.1,22.3,0
2024-05-06,5,2024,9.2,19.2,0
2024-05-13,5,2024,39.9,20.6,0
2024-05-20,5,2024,17.0,22.2,0
2024-05-27,5,2024,7.4,20.6,0
2024-06-03,6,2024,0.0,14.4,0
2024-06-10,6,2024,0.5,20.2,0
2024-06-17,6,2024,0.0,14.7,0
2024-06-24,6,2024,4.8,14.2,0
2024-07-01,7,2024,6.7,13.1,0
2024-07-08,7,2024,0.6,20.0,0
2024-07-15,7,2024,0.0,13.6,0
2024-07-22,7,2024,2.8,7.4,0
2024-07-29,7,2024,0.0,14.1,0
2024-08-05,8,2024,0.5,14.9,0
2024-08-12,8,2024,0.2,19.1,0
2024-08-19,8,2024,3.9,16.2,0
2024-08-26,8,2024,0.6,10.8,0
2024-09-02,9,2024,2.1,19.2,0
2024-09-09,9,2024,6.8,20.5,0
2024-09-16,9,2024,2.7,19.5,0
2024-09-23,9,2024,1.2,20.6,0
2024-09-30,9,2024,5.5,20.7,0
2024-10-07,10,2024,7.9,24.1,0
2024-10-14,10,2024,5.3,19.8,0
2024-10-21,10,2024,1.6,19.2,0
2024-10-28,10,2024,13.8,21.1,0
2024-11-04,11,2024,9.8,27.4,0
2024-11-11,11,2024,19.9,26.5,0
2024-11-18,11,2024,41.1,26.1,0
2024-11-25,11,2024,30.4,22.3,0
2024-12-02,12,2024,48.3,22.1,0
2024-12-09,12,2024,36.8,22.4,0
2024-12-16,12,2024,26.2,26.0,0
2024-12-23,12,2024,45.7,25.4,0
2024-12-30,12,2024,13.2,27.8,0
2025-01-06,1,2025,42.1,28.1,0
2025-01-13,1,2025,24.2,25.8,0
2025-01-20,1,2025,18.8,27.0,0
2025-01-27,1,2025,48.9,25.5,0
2025-02-03,2,2025,12.2,21.2,0
2025-02-10,2,2025,7.6,29.0,0
2025-02-17,2,2025,40.6,21.3,0
2025-02-24,2,2025,13.7,28.2,0
2025-03-03,3,2025,10.4,26.1,0
2025-03-10,3,2025,24.7,28.1,0
2025-03-17,3,2025,10.3,32.0,0
2025-03-24,3,2025,75.3,26.3,0
2025-03-31,3,2025,49.8,25.1,0
2025-04-07,4,2025,7.8,22.8,0
2025-04-14,4,2025,6.5,9.6,0
2025-04-21,4,2025,2.2,21.1,0
2025-04-28,4,2025,6.5,21.3,0
2025-05-05,5,2025,11.2,23.7,0
2025-05-12,5,2025,2.8,17.1,0
2025-05-19,5,2025,13.5,14.7,0
2025-05-26,5,2025,12.4,22.1,0
2025-06-02,6,2025,0.0,3.8,1
2025-06-09,6,2025,0.2,9.9,0
2025-06-16,6,2025,0.0,11.0,0
2025-06-23,6,2025,1.9,13.0,0
2025-06-30,6,2025,0.4,18.5,0
2025-07-07,7,2025,2.4,12.2,0
2025-07-14,7,2025,6.9,9.5,0
2025-07-21,7,2025,0.6,11.6,0
2025-07-28,7,2025,1.2,14.9,0
2025-08-04,8,2025,0.1,16.3,0
2025-08-11,8,2025,0.0,14.4,0
2025-08-18,8,2025,1.5,17.9,0
2025-08-25,8,2025,0.0,17.2,0
2025-09-01,9,2025,10.8,23.2,0
2025-09-08,9,2025,20.8,20.7,0
2025-09-15,9,2025,14.3,18.7,0
2025-09-22,9,2025,16.5,18.3,0
2025-09-29,9,2025,2.7,23.2,0
2025-10-06,10,2025,20.0,20.0,0
2025-10-13,10,2025,16.4,21.4,0
2025-10-20,10,2025,5.4,19.1,0
2025-10-27,10,2025,8.7,19.8,0
2025-11-03,11,2025,41.8,28.7,0
2025-11-10,11,2025,44.6,31.5,0
2025-11-17,11,2025,32.8,27.5,0
2025-11-24,11,2025,22.8,23.0,0
2025-12-01,12,2025,26.8,24.6,0
2025-12-08,12,2025,17.9,27.1,0
2025-12-15,12,2025,50.6,28.1,0
2025-12-22,12,2025,12.0,26.2,0
2025-12-29,12,2025,21.0,22.9,0
2026-01-05,1,2026,12.1,29.7,0
2026-01-12,1,2026,17.8,24.4,0
2026-01-19,1,2026,8.8,24.7,0
2026-01-26,1,2026,28.9,26.5,0
2026-02-02,2,2026,42.9,22.4,0
2026-02-09,2,2026,43.3,24.8,0
2026-02-16,2,2026,37.4,24.5,0
2026-02-23,2,2026,32.6,23.7,0
2026-03-02,3,2026,71.8,24.2,0
2026-03-09,3,2026,7.7,23.2,0
2026-03-16,3,2026,18.4,24.0,0
2026-03-23,3,2026,17.1,23.0,0
2026-03-30,3,2026,33.7,27.2,0
2026-04-06,4,2026,5.4,19.2,0
2026-04-13,4,2026,29.2,23.7,0
2026-04-20,4,2026,18.2,16.6,0
2026-04-27,4,2026,1.3,22.8,0
2026-05-04,5,2026,21.2,20.8,0
2026-05-11,5,2026,7.6,20.8,0
2026-05-18,5,2026,21.6,23.5,0
2026-05-25,5,2026,9.7,19.2,0
2026-06-01,6,2026,0.8,18.5,0
2026-06-08,6,2026,0.1,12.7,0
2026-06-15,6,2026,0.0,14.9,0
2026-06-22,6,2026,7.7,12.5,0
2026-06-29,6,2026,0.3,21.0,0
2026-07-06,7,2026,1.7,19.5,0
2026-07-13,7,2026,2.4,15.2,0
2026-07-20,7,2026,0.2,13.1,0
2026-07-27,7,2026,0.3,13.7,0
